Country Code,Countries/territories,Region,Year,Population group selected,Population analysed,% pop analysed of tot country pop,Population in Phase 3 or above #,Population in Phase 3 or above %,Population in Phase 1 #,Population in Phase 1 %,Population in Phase 2 #,Population in Phase 2 %,Population in Phase 3 #,Population in Phase 3 %,Population in Phase 4 #,Population in Phase 4 %,Population in Phase 5 #,Population in Phase 5 %,Major Food Crisis,Primary driver,Secondary driver,Tertiary driver,Total country population,Total country GDP (US$),GDP per capita (US$)
KAZ,Kazakhstan,ASIA,2023,,,,,,,,,,,,,,,,,,,,20330104.0,261840101059.923,12879.4275257974
KEN,Kenya,EAST AFRICA,2023,Whole country,16618409.0,0.32,5438215.0,0.32,5275006,0.32,5905188.0,0.36,4213529.0,0.25,1224686.0,0.07,0.0,0.0,Y,Weather extremes,Economic shocks,,55339003.0,108038588970.595,1952.30457929636
KGZ,Kyrgyzstan,ASIA,2023,Residents,,,,,,,,,,,,,,,,,,,7099750.0,15180842369.4894,2138.22210211478
KHM,Cambodia,ASIA,2023,,,,,,,,,,,,,,,,,,,,17423880.0,42335646895.7984,2429.74853452838
KIR,Kiribati,ASIA,2023,,,,,,,,,,,,,,,,,,,,132530.0,288610732.190775,2177.70114080416
LAO,Lao People's Democratic Republic,ASIA,2023,Residents,,,,,,,,,,,,,,,,,,,7664993.0,15843155731.2552,2066.94979776957
LBN,Lebanon ,MENA,2023,Whole country,5364000.0,0.92,2260000.0,0.42,961000,0.18,2143000.0,0.4,1906000.0,0.35,354000.0,0.07,0.0,0.0,Y,Economic shocks,large number of refugees,Conflict/insecurity,5773493.0,20078620356.9931,3477.72489842684
LBR,Liberia,WEST AFRICA,2023,Whole country,4799779.0,1.0,531267.53,0.11068583157682886,2883503.44,0.6007575432118853,1385008.0300000003,0.28855662521128583,509913.38,0.10623684548809435,21354.15,0.004448986088734503,0.0,0.0,N,Economic shocks,Weather extremes,,5493031.0,4390000000.0,799.194470229642
LBY,Libya,MENA,2023,Whole country,,,,,,,,,,,,,,,,,,,7305659.0,45096462972.4014,6172.81246940233
LCA,Saint Lucia,LAC,2023,,,,,,,,,,,,,,,,,,,,179285.0,2430166666.66667,13554.7684784933
LKA,Sri Lanka,ASIA,2023,Whole country,22602051.0,1.0,5514900.0,0.24399998035576506,merged with Phase 2 ,merged with Phase 2 ,17087151.0,0.7560000196442349,,,,,,,Y,Economic shocks,,,22037000.0,83716142582.1945,3798.89016573011
LSO,Lesotho,CS AFRICA,2023,Whole country,1495243.0,0.7064950123415724,324847.0,0.22,627167,0.42,543229.0,0.36,324847.0,0.22,0.0,0.0,0.0,0.0,N,Weather extremes,Economic shocks,,2311472.0,2117962430.3041,916.282970463888
MAR,Morocco,MENA,2023,,,,,,,,,,,,,,,,,,,,37712505.0,144417103249.646,3771.4462890625
MDA,Moldova,EU,2023,Refugees,,,,,,,,,,,,,,,,,,,2457783.0,16711906746.2133,6799.58594644576
MDG,Madagascar,CS AFRICA,2023,Whole country,6230078.0,0.21451959231457887,2225075.0,0.36,1534551,0.24,2470452.0,0.4,1972981.0,0.32,252094.0,0.04,0.0,0.0,Y,Weather extremes,Economic shocks,,31195932.0,15869945477.855,508.718427705736
MDV,Maldives,ASIA,2023,,,,,,,,,,,,,,,,,,,,525994.0,6590894301.9579,12530.3602359683
MEX,Mexico,LAC,2023,,,,,,,,,,,,,,,,,,,,129739759.0,1793798859343.27,13826.1306570122
MHL,Marshall Islands,ASIA,2023,,,,,,,,,,,,,,,,,,,,38827.0,259300000.0,6678.34239060448
MKD,North Macedonia,EU,2023,,,,,,,,,,,,,,,,,,,,1827816.0,15763604287.9867,8624.28400232117
MLI,Mali,WEST AFRICA,2023,Whole country,22293392.0,1.0000000854726,1262079.0,0.05661224635533256,16940744,0.7598997945220718,4090565.0,0.18348777969723046,1183340.0,0.05308030289872443,76236.0,0.0034196680343664167,2506.78729914702,0.00011244530662480702,Y,Conflict/insecurity,Economic shocks,Weather extremes,23769127.0,24621545564.8753,1035.86242628411
MMR,Myanmar,ASIA,2023,Whole country,55893659.0,0.99,10692990.0,0.19,28635688,0.51,16564981.0,0.3,9334294.0,0.17,1358696.0,0.02,0.0,0.0,Y,Conflict/insecurity,Economic shocks,Weather extremes,54133798.0,66757619000.0,1233.19666209269
MNE,Montenegro,EU,2023,,,,,,,,,,,,,,,,,,,,623529.0,7530593375.22034,12077.3747094687
MNG,Mongolia,ASIA,2023,,,,,,,,,,,,,,,,,,,,3481145.0,20325121393.9074,5838.63108083902
MOZ,Mozambique,CS AFRICA,2023,Whole country,15829933.0,0.48828058405267627,3289565.0,0.2,6670800,0.42,5856926.0,0.37,3069599.0,0.19,219965.0,0.01,0.0,0.0,Y,Conflict/insecurity,Weather extremes,Economic shocks,33635160.0,20954220983.5473,622.985619320596
MRT,Mauritania,WEST AFRICA,2023,Whole country,3543688.0,1.0,472274.0,0.13327189075336204,2248135,0.6344054555592931,823272.0,0.23232067834414316,444297.0,0.12537700835965243,27977.0,0.007894882393709604,0.0,0.0,N,Economic shocks,Weather extremes,Conflict/insecurity,5022441.0,10651709314.1644,2120.82318421747
MUS,Mauritius,CS AFRICA,2023,,,,,,,,,,,,,,,,,,,,1261041.0,14101195732.6741,11182.186568616
MWI,Malawi,CS AFRICA,2023,Whole country,19692000.0,1.0,4402000.0,0.22,9123000,0.47,6167000.0,0.31,4136000.0,0.21,266000.0,0.01,0.0,0.0,Y,Weather extremes,Economic shocks,,21104482.0,12712150082.0792,602.343619809252
MYS,Malaysia,ASIA,2023,,,,,,,,,,,,,,,,,,,,35126298.0,399705137434.074,11379.0851923557
NAM,Namibia,CS AFRICA,2023,Whole country,2642000.0,1.0,695000.0,0.26,1004000,0.38,943000.0,0.36,630000.0,0.24,65000.0,0.02,0.0,0.0,Y,Weather extremes,Economic shocks,,2963095.0,12408271447.8691,4187.60500350786
NER,Niger,WEST AFRICA,2023,Whole country,25879765.0,0.9999999043503155,3279031.0,0.12675401032428232,15259381,0.5895745962144556,7341355.0,0.2836715866623982,3128863.0,0.12095129148197444,150169.0,0.00580252564117178,0.0,0.0,Y,Conflict/insecurity,Economic shocks,Weather extremes,26159867.0,16698786973.0228,638.336080723299
NGA,Nigeria,WEST AFRICA,2023,Whole country,193612894.0,0.9072712918466771,24861152.0,0.12840648929094567,104769044,0.5411263776678014,63982684.0,0.3304670607320192,23722068.0,0.12252318277934526,1139089.0,0.005883332336326733,0.0,0.0,Y,Conflict/insecurity,Economic shocks,Weather extremes,227882945.0,363846332834.618,1596.63696129001
NIC,Nicaragua,LAC,2023,Residents,6300000.0,1.0,200000.0,0.031746031746031744,merged with Phase 2 ,,6100000.0,0.9682539682539683,,,,,,,N,Weather extremes,Economic shocks,,6823613.0,17805842283.8725,2609.44492072931
NPL,Nepal,ASIA,2023,,,,,,,,,,,,,,,,,,,,29694614.0,41047772331.0994,1382.33055769304
PAK,Pakistan,ASIA,2023,Whole country,36702048.0,0.16,11809094.0,0.32,11524384,0.31,13368570.0,0.36,9597087.0,0.26,2212007.0,0.06,0.0,0.0,Y,Weather extremes,Economic shocks,,247504495.0,337885531778.052,1365.16927410976
PER,Peru,LAC,2023,Residents and refugees,1541198.0,1.0,772140.0,0.5,merged with Phase 2 ,,769058.0,0.4990001284714878,,,,,,,N,Economic shocks,,,33845617.0,266958720837.988,7887.54185920108
PHL,Philippines,ASIA,2023,,,,,,,,,,,,,,,,,,,,114891199.0,437055627244.424,3804.08274131097
PLW,Palau,ASIA,2023,,,,,,,,,,,,,,,,,,,,17727.0,281849100.0,15899.4246065324
PNG,Papua New Guinea,ASIA,2023,,,,,,,,,,,,,,,,,,,,10389635.0,30816367066.9594,2966.06830432055
PRK,Democratic People's Republic of Korea,ASIA,2023,Whole country,,,,,,,,,,,,,,,,,,,26418204.0,,
PRY,Paraguay,LAC,2023,,,,,,,,,,,,,,,,,,,,6844146.0,43118053174.5413,6299.99026533643
PSE,Palestine - Gaza Strip,MENA,2023,Whole country,2226544.0,1.0,2224000.0,1.0,                             -  ,0,2500.0,0,477800.0,0.21,1169600.0,0.53,576600.0,0.26,Y,Conflict/insecurity,,,5165775.0,17847900000.0,3455.02852911712
PSE,Palestine - West Bank,MENA,2023,Whole country,3243890.0,1.0,600000.0,0.18496311527209616,merged with Phase 2 ,,2643890.0,0.8150368847279038,,,,,,,N,Conflict/insecurity,,,5165775.0,17847900000.0,3455.02852911712
RUS,Russian Federation,,2023,,,,,,,,,,,,,,,,,,,,143826130.0,2071505725030.58,14159.3876953125
RWA,Rwanda,EAST AFRICA,2023,Refugees,,,,,,,,,,,,,,,,,,,13954471.0,14331722700.3249,1027.03446804432
SDN,Sudan,EAST AFRICA,2023,Whole country,48579711.0,1.0,20293352.0,0.42,11194025,0.23,17092334.0,0.35,14037556.0,0.29,6255796.0,0.13,0.0,0.0,Y,Conflict/insecurity,Economic shocks,Weather extremes,50042791.0,39898289820.7951,797.283447265625
SEN,Senegal,WEST AFRICA,2023,Whole country,17875937.0,1.0,1263286.0,0.07066963818456062,12251237,0.6853479624592546,4361412.0,0.24398228747393774,1206109.0,0.0674710925642667,57178.0,0.0031986015614174517,0.0,0.0,Y,Economic shocks,Weather extremes,,18077573.0,30696331295.7826,1698.03387300843
SLB,Solomon Islands,ASIA,2023,,,,,,,,,,,,,,,,,,,,800005.0,1660896530.71894,2076.10768772563
SLE,Sierra Leone,WEST AFRICA,2023,Whole country,7541421.0,1.0,1180823.0,0.1565783159433746,3454260,0.45803834582368497,2906336.0,0.38538307303093144,1146441.0,0.15201922820646135,34384.0,0.004559352938922253,0.0,0.0,Y,Economic shocks,,,8460512.0,6411787856.06581,757.848680560444
SLV,El Salvador,LAC,2023,Whole country,6325827.0,1.0,869118.0,0.13739199633502466,,,5456709.0,0.8626080036649754,806832.0,0.1275456948158715,62286.0,0.009846301519153148,0.0,0.0,N,Weather extremes,Economic shocks,,6309624.0,33853940000.0,5365.44491399171
SOM,Somalia,EAST AFRICA,2023,Whole country,16955266.0,1.0,6583230.0,0.39,7101650,0.42,3270434.0,0.19,4688500.0,0.28,1854380.0,0.11,40350.0,0.002379791623440175,Y,Weather extremes,Conflict/insecurity,Economic shocks,18358615.0,10968517089.9982,597.458854603043
SRB,Serbia,MENA,2023,,,,,,,,,,,,,,,,,,,,6623183.0,81342660752.3732,12281.5058488303
SSD,South Sudan,EAST AFRICA,2023,Whole country,12374205.0,0.9979197580645162,7764000.0,0.63,1530205,0.12366087356723118,3080000.0,0.25,4822000.0,0.39,2899000.0,0.23,43000.0,0.0034749707152903963,Y,Economic shocks,Conflict/insecurity,Weather extremes,11483374.0,,
STP,São Tomé and Principe,CS AFRICA,2023,,,,,,,,,,,,,,,,,,,,230871.0,678976264.835436,2940.93352926715
SUR,Suriname,LAC,2023,,,,,,,,,,,,,,,,,,,,628886.0,3455146280.83975,5494.07409425517
SWZ,Eswatini,CS AFRICA,2023,Whole country,1188391.0,1.0,282836.0,0.24,474639,0.4,430916.0,0.36,268207.0,0.23,14629.0,0.01,0.0,0.0,Y,Economic shocks,Weather extremes,,1230506.0,4604172127.36299,3741.69010745416
SYR,Syrian Arab Republic,MENA,2023,Whole country,23407636.0,1.0,12878319.439285394,0.5501759955292108,,,10529316.560714606,0.4498240044707892,,,,,,,Y,Economic shocks,Conflict/insecurity,,23594623.0,19993439949.5435,847.372723418531
TCD,Chad,WEST AFRICA,2023,Whole country,18036709.0,1.0,2284392.0,0.1266523732239623,11756472,0.6518080432522363,3995845.0,0.22153958352380138,2066282.0,0.11455981243584958,218110.0,0.012092560788112732,0.0,0.0,Y,Conflict/insecurity,Economic shocks,Weather extremes,19319064.0,19107685020.89,989.058528968588
TCD,Chad - displaced,WEST AFRICA,2023,Whole country,,,,,,,,,,,,,,,,,,,19319064.0,19107685020.89,989.058528968588
TGO,Togo,WEST AFRICA,2023,Residents and refugees,6056287.0,0.7258253777864763,487319.0,0.08046497796422131,4224239,0.6833154453067183,1344729.0,0.21752417310002062,447653.0,0.07241261894459294,39666.0,0.006416396054658907,0.0,0.0,N,Economic shocks,Conflict/insecurity,Weather extremes,9304337.0,9171261837.57103,985.697512629974
THA,Thailand,ASIA,2023,,,,,,,,,,,,,,,,,,,,71702435.0,515906283940.933,7195.10130919449
TJK,Tajikistan,ASIA,2023,Residents,,,,,,,,,,,,,,,,,,,10389799.0,12244169292.7998,1178.47990060249
TKM,Turkmenistan,ASIA,2023,,,,,,,,,,,,,,,,,,,,7364438.0,60628857142.8571,8232.65225980002
TLS,Timor-Leste,ASIA,2023,,,,,,,,,,,,,,,,,,,,1384286.0,2079916909.49485,1502.51964514186
TON,Tonga,ASIA,2023,,,,,,,,,,,,,,,,,,,,104597.0,508735107.033734,4863.76384632192
TUN,Tunisia,MENA,2023,,,,,,,,,,,,,,,,,,,,12200431.0,48196281783.9479,3950.3753419816
TUR,Türkiye,MENA,2023,Residents and refugees,52500.0,1.0,4176.0,0.08,merged with Phase 2 ,,48324.0,0.9204571428571429,,,,,,,N,Conflict/insecurity,,,85325965.0,1118252958513.72,13105.6585004778
TUV,Tuvalu,ASIA,2023,,,,,,,,,,,,,,,,,,,,9816.0,62280311.5852172,6344.7750188689
TZA,United Republic of Tanzania,CS AFRICA,2023,Whole country,10506240.0,0.17,1110784.0,0.1,6101343,0.58,3294113.0,0.31,1092754.0,0.1,18030.0,0.0017161229897660819,0.0,0.0,Y,Weather extremes,Economic shocks,,66617606.0,79062403836.8432,1224.48962402344
UGA,Uganda,EAST AFRICA,2023,Whole country,45600000.0,1.0,1800000.0,0.039473684210526314,merged with Phase 2 ,,43800000.0,0.9605263157894737,,,,,,,Y,Weather extremes,Conflict/insecurity,Economic shocks,48656601.0,48768955859.2834,1002.30913908852
UKR,Ukraine,EU,2023,Whole country,33000000.0,1.0,7300000.0,0.22121212121212122,merged with Phase 2 ,,25700000.0,0.7787878787878788,,,,,,,Y,Conflict/insecurity,Economic shocks,,37732836.0,181221517868.744,5139.59814453125
UZB,Uzbekistan,ASIA,2023,,,,,,,,,,,,,,,,,,,,35652307.0,102641879248.764,2878.96879292451
VCT,Saint Vincent and the Grenadines,LAC,2023,,,,,,,,,,,,,,,,,,,,101323.0,1072237037.03704,10582.3656725229
VEN,Venezuela (Bolivarian Republic of),LAC,2023,Whole country,,,,,,,,,,,,,,,,,,,28300854.0,,
VNM,Vietnam,ASIA,2023,,,,,,,,,,,,,,,,,,,,100352192.0,433857681378.291,4323.35031982451
VUT,Vanuatu,ASIA,2023,Residents,,,,,,,,,,,,,,,,,,,320409.0,1126313359.21923,3515.23633611798
WSM,Samoa,ASIA,2023,,,,,,,,,,,,,,,,,,,,216663.0,938189443.830393,4330.17840531329
XKX,Kosovo,MENA,2023,,,,,,,,,,,,,,,,,,,,1682668.0,10468220306.907,6221.20365212094
YEM,Yemen,MENA,2023,Whole country,32000000.0,1.0,18000000.0,0.5625,merged with Phase 2 ,,14000000.0,0.4375,,,,,,,Y,Conflict/insecurity,Economic shocks,Weather extremes,39390799.0,,426.354075914615
ZAF,South Africa,CS AFRICA,2023,,,,,,,,,,,,,,,,,,,,63212384.0,380699271816.395,6022.54254192335
ZMB,Zambia,CS AFRICA,2023,Whole country,9134417.0,0.4657857629142437,2037710.0,0.23,3265130,0.35,3825442.0,0.42,1979271.0,0.22,58440.0,0.01,0.0,0.0,Y,Economic shocks,Weather extremes,,20723965.0,27577956471.244,1330.72780576709
ZWE,Zimbabwe,CS AFRICA,2023,Whole country,15400000.0,1.0,3500000.0,0.22727272727272727,merged with Phase 2 ,,11900000.0,0.7727272727272727,,,,,,,Y,Economic shocks,Weather extremes,,16340822.0,35231369343.4002,2156.03409322984
AFG,Afghanistan,ASIA,2024,Whole country,44532600.0,1.0,15823679.0,0.36,12319702,0.28,16389218.0,0.37,12253597.0,0.28,3570083.0,0.08,0.0,0.0,Y,Economic shocks,Weather extremes,Conflict/insecurity,42647492.0,,
AGO,Angola,CS AFRICA,2024,,,,,,,,,,,,,,,,,,,,37885849.0,80396942241.6233,2122.08368991872
ALB,Albania,MENA,2024,,,,,,,,,,,,,,,,,,,,2714617.0,27177735527.5667,10011.6279856667
ARG,Argentina,LAC,2024,,,,,,,,,,,,,,,,,,,,45696159.0,633266692533.689,13858.2039802008
ARM,Armenia,MENA,2024,Refugees,,,,,,,,,,,,,,,,,,,3033500.0,25786585949.6346,8500.60522486719
ASM,American Samoa,LAC,2024,,,,,,,,,,,,,,,,,,,,46765.0,,
AZE,Azerbaijan,MENA,2024,,,,,,,,,,,,,,,,,,,,10202850.0,74315882352.9412,7283.83562954872
BDI,Burundi,EAST AFRICA,2024,Whole country,12288863.0,1.0,2192906.0,0.18,5048937,0.41,5047021.0,0.41,1964269.0,0.16,228637.0,0.02,0.0,0.0,Y,Weather extremes,Economic shocks,Conflict/Insecurity,14047786.0,2162378759.3467,153.930217854023
BEN,Benin,WEST AFRICA,2024,Refugees,,,,,,,,,,,,,,,,,,,14462724.0,21482643720.2743,1485.38018980894
BFA,Burkina Faso,WEST AFRICA,2024,Whole country,22969083.000000004,1.0000000000000002,2734196.150000001,0.11903810657134202,14992187.32,0.6527116176122485,5242699.53,0.22825027581640936,2310857.7800000007,0.1006073154944845,423338.37,0.018430791076857526,0.0,0.0,Y,Conflict/insecurity,Economic shocks,Weather extremes,23548781.0,23250214909.5391,987.321378101867
BGD,Bangladesh,ASIA,2024,Whole country,90887951.0,0.5503070514952729,23577157.0,0.26,33899645,0.37,33411153.0,0.37,21930178.0,0.24,1646980.0,0.02,0.0,0.0,Y,Weather extremes,Economic shocks,Conflict/insecurity,173562364.0,450119424622.389,2593.41607390407
BGR,Bulgaria,MENA,2024,,,,,,,,,,,,,,,,,,,,6444366.0,112211952703.831,17412.4115085691
BIH,Bosnia and Herzegovina,MENA,2024,,,,,,,,,,,,,,,,,,,,3164253.0,28343394203.4694,8957.37294188215
BLR,Belarus,MENA,2024,,,,,,,,,,,,,,,,,,,,9133712.0,75961865471.9129,8316.64776291533
BLZ,Belize,LAC,2024,,,,,,,,,,,,,,,,,,,,417072.0,3515783328.91079,8429.67959707387
BOL,Bolivia,LAC,2024,,,,,,,,,,,,,,,,,,,,12413315.0,49668296743.8495,4001.21133990795
BRA,Brazil,LAC,2024,,,,,,,,,,,,,,,,,,,,211998573.0,2179412080828.59,10280.3148624429
BTN,Bhutan,ASIA,2024,,,,,,,,,,,,,,,,,,,,791524.0,,
BWA,Botswana,CS AFRICA,2024,,,,,,,,,,,,,,,,,,,,2521139.0,19400774882.4495,7695.2420641819
CAF,Central African Republic,CS AFRICA,2024,Whole country,6128671.0,1.0,2534048.0,0.41,1279495,0.21,2315129.0,0.38,2026146.0,0.33,507902.0,0.08,0.0,0.0,Y,Conflict/insecurity,Economic shocks,Weather extremes,5330690.0,2751544520.37918,516.170424537757
CHN,China,ASIA,2024,,,,,,,,,,,,,,,,,,,,1408975000.0,18743803170827.2,13303.1481543868
CIV,Côte d'Ivoire,WEST AFRICA,2024,Refugees,,,,,,,,,,,,,,,,,,,31934230.0,86538413923.3943,2709.89511641252
CMR,Cameroon,WEST AFRICA,2024,Whole country,28456069.0,1.0,3080145.0,0.10824211172667596,19507779,0.6855401917952898,5868144.0,0.2062176613361459,2814832.0,0.09891851189986924,265314.0,0.009323634968695078,0.0,0.0,Y,Conflict/insecurity,Economic shocks,Weather extremes,29123744.0,51326764684.8595,1762.3683508844
COD,Democratic Republic of the Congo,CS AFRICA,2024,Whole country,115881715.0,0.98,25552751.0,0.22,39378420,0.34,50950544.0,0.44,22436761.0,0.19,3115990.0,0.03,0.0,0.0,Y,Conflict/insecurity,Economic shocks,,109276265.0,70749355652.1207,647.435704836002
COG,Congo,CS AFRICA,2024,Whole country,6220626.0,1.0,1794396.0,0.31,merged with Phase 2 ,,4426230.0,0.7115409285174836,,,,,,,Y,Weather extremes,Economic shocks,,6332961.0,15719985776.3966,2482.24894743495
COG,Congo - refugees,CS AFRICA,2024,Refugees,202411.0,1.0,152856.44100000002,0.7551785278468068,merged with Phase 2 ,,49554.55899999998,0.24482147215319316,,,,,,,,Weather extremes,Economic shocks,,6332961.0,15719985776.3966,2482.24894743495
COL,Colombia,LAC,2024,Whole country,52695952.0,1.0,7839941.0,0.14877691174456817,merged with Phase 2 ,,44856011.0,0.85,,,,,,,Y,Conflict/insecurity,Weather extremes,Economic shocks,52886363.0,418542042920.189,7913.98801464547
COL,Colombia - migrants,LAC,2024,Migrants,2808165.0,1.0,1039000.0,0.36999250400172357,merged with Phase 2 ,,1769165.0,0.6300074959982764,,,,,,,,Conflict/insecurity,Weather extremes,Economic shocks,52886363.0,418542042920.189,7913.98801464547
COM,Comoros,CS AFRICA,2024,,,,,,,,,,,,,,,,,,,,866628.0,1546164420.32442,1784.11546860293
CPV,Cabo Verde,WEST AFRICA,2024,,,,,,,,,,,,,,,,,,,,524877.0,2767599017.44874,5272.85253011419
CRI,Costa Rica,LAC,2024,,,,,,,,,,,,,,,,,,,,5129910.0,95350423176.664,18587.1532203614
CUB,Cuba,LAC,2024,Residents,,,,,,,,,,,,,,,,,,,10979783.0,,
DJI,Djibouti,EAST AFRICA,2024,Whole country,1181675.0,1.0,285000.0,0.24,421955,0.3570821080246261,474720.0,0.401734825565405,232178.0,0.19648211225590792,52822.0,0.04470095415406097,0.0,0.0,Y,Economic shocks,Weather extremes,,1168722.0,4086402718.86834,3496.47111876763
DMA,Dominica,LAC,2024,,,,,,,,,,,,,,,,,,,,66205.0,688881481.481481,10405.2787777582
DOM,Dominican Republic,LAC,2024,,,,,,,,,,,,,,,,,,,,11427557.0,124282245638.568,10875.6618443092
DZA,Algeria,MENA,2024,Refugees,173600.0,1.0,111103.99999999999,0.64,merged with Phase 2 ,,62496.000000000015,0.3600000000000001,,,,,,,,Conflict/insecurity,,,46814308.0,263619794506.723,5631.17999109851
ECU,Ecuador,LAC,2024,,,,,,,,,,,,,,,,,,,,18135478.0,124676074700.0,6874.705739766
ECU,Ecuador - migrants,LAC,2024,Migrants,416800.0,1.0,245912.0,0.59,merged with Phase 2 ,,170888.0,ven,,,,,,,,Economic shocks,Conflict/insecurity,Weather extremes,18135478.0,124676074700.0,6874.705739766
EGY,"Egypt, Arab Rep.",MENA,2024,Refugees,792783.0,1.0,475670.0,0.6000002522758434,merged with Phase 2 ,,277327.0,0.4582546378686707,,,,,,,,Conflict/insecurity,,,116538258.0,389059911003.566,3338.47371395895
ERI,Eritrea,EAST AFRICA,2024,Whole country,,,,,,,,,,,,,,,,,,,3535603.0,,
ETH,Ethiopia,EAST AFRICA,2024,Whole country,114200000.0,1.0,22000000.0,0.19264448336252188,merged with Phase 2 ,,92200000.0,0.808695652173913,,,,,,,Y,Weather extremes,Conflict/insecurity,Economic shocks,132059767.0,,
FJI,Fiji,ASIA,2024,,,,,,,,,,,,,,,,,,,,928784.0,5840564072.77313,6288.39867264416
FSM,"Micronesia, Fed. Sts.",ASIA,2024,,,,,,,,,,,,,,,,,,,,113160.0,471425099.488675,4166.00476748564
GAB,Gabon,CS AFRICA,2024,,,,,,,,,,,,,,,,,,,,2538952.0,20867044935.6729,8218.76307061848
GEO,Georgia,MENA,2024,,,,,,,,,,,,,,,,,,,,3673850.0,33776141250.5716,9193.66366361489
GHA,Ghana,WEST AFRICA,2024,,,,,,,,,,,,,,,,,,,,34427414.0,82825288888.9734,2405.79466378083
GIN,Guinea,WEST AFRICA,2024,Whole country,13931737.000000002,1.0000000000000002,1025134.6499999998,0.07358268749977118,9718372.66,0.6975707810160354,3188229.6900000004,0.22884653148419326,1025134.6499999998,0.07358268749977118,0.0,0.0,0.0,0.0,Y,Economic shocks,Weather extremes,,14754785.0,25334307878.737,1717.02318120779
GMB,Gambia,WEST AFRICA,2024,,,,,,,,,,,,,,,,,,,,2759988.0,2507519958.34857,908.525674150965
GNB,Guinea-Bissau,WEST AFRICA,2024,Residents,1781307.0,1.0,117293.72999999998,0.06584700447480417,1299716.4000000001,0.7296419988244588,364296.87,0.20451099670073716,117293.72999999998,0.06584700447480417,0.0,0.0,0.0,0.0,N,Economic shocks,Weather extremes,,2201352.0,2119865935.24909,962.983627901892
GNQ,Equatorial Guinea,CS AFRICA,2024,,,,,,,,,,,,,,,,,,,,1892516.0,12765777677.0622,6745.40013244916
GRD,Grenada,LAC,2024,,,,,,,,,,,,,,,,,,,,117207.0,1391435992.59259,11871.6117006031
GTM,Guatemala,LAC,2024,Whole country,17602431.0,1.0,3095985.0,0.18,7774134,0.44,6732312.0,0.38,2772536.0,0.16,323448.0,0.02,0.0,0.0,Y,Economic shocks,Weather extremes,,18406359.0,113199586004.477,6150.02597767851
GUY,Guyana,LAC,2024,,,,,,,,,,,,,,,,,,,,831087.0,24835899825.8993,29883.6341152001
HND,Honduras,LAC,2024,Whole country,9892632.0,1.0,1925726.0,0.19,4411019,0.45,3555888.0,0.36,1700136.0,0.17,225589.0,0.02,0.0,0.0,Y,Economic shocks,Weather extremes,,10825703.0,37093565854.0437,3426.43483328923
HTI,Haiti,LAC,2024,Whole country,11214605.0,1.0,5407898.0,0.48,2749682,0.25,3057026.0,0.27,3400350.0,0.3,2001911.0,0.18,5636.0,0.0005025589398824123,Y,Conflict/insecurity,Economic shocks,Weather extremes,11772557.0,25224154990.7946,2142.62330526788
IDN,Indonesia,ASIA,2024,,,,,,,,,,,,,,,,,,,,283487931.0,1396300098190.97,4925.43048751861
IND,India,ASIA,2024,,,,,,,,,,,,,,,,,,,,1450935791.0,3912686168582.21,2696.66389984463
IRN,"Iran, Islamic Rep.",MENA,2024,Refugees,,,,,,,,,,,,,,,,,,,91567738.0,436906331671.859,4771.40029026226
IRQ,Iraq,MENA,2024,Refugees,260341.0,1.0,18745.0,0.07,merged with Phase 2 ,,241596.0,0.9279982791799986,,,,,,,N,Conflict/insecurity,,,46042015.0,279641257615.385,6073.61032342708
JAM,Jamaica,LAC,2024,,,,,,,,,,,,,,,,,,,,2839175.0,19930288337.028,7019.74634780454
JOR,Jordan,MENA,2024,Refugees,693168.0,1.0,516807.0,0.75,merged with Phase 2 ,,176361.0,0.25442749809569976,,,,,,,,Conflict/insecurity,,,11552876.0,53352289577.4648,4618.09592498567
KAZ,Kazakhstan,ASIA,2024,,,,,,,,,,,,,,,,,,,,20592571.0,288406138230.669,14005.3487362345
KEN,Kenya,EAST AFRICA,2024,Whole country,16617000.0,0.32,1931900.0,0.12,9150350,0.55,5534750.0,0.33,1631950.0,0.1,299950.0,0.02,0.0,0.0,Y,Weather extremes,Economic shocks,Conflict/insecurity,56432944.0,124498691699.125,2206.1349785176
KGZ,Kyrgyzstan,ASIA,2024,,,,,,,,,,,,,,,,,,,,7224614.0,17478259659.2625,2419.26553574523
KHM,Cambodia,ASIA,2024,,,,,,,,,,,,,,,,,,,,17638801.0,46352647034.7775,2627.8796974226
KIR,Kiribati,ASIA,2024,,,,,,,,,,,,,,,,,,,,134518.0,307862546.789627,2288.63458265531
LAO,Lao People's Democratic Republic,ASIA,2024,,,,,,,,,,,,,,,,,,,,7769819.0,16502933121.0806,2123.97909411797
LBN,Lebanon ,MENA,2024,Whole country,5587322.0,1.0,1653991.0,0.3,1582134,0.28,2351197.0,0.42,1453450.0,0.26,200542.0,0.04,0.0,0.0,Y,Conflict/insecurity,Economic shocks,Weather extremes,5805962.0,,
LBR,Liberia,WEST AFRICA,2024,Whole country,4799779.0,1.0,531267.53,0.11068583157682886,2883503.44,0.6007575432118853,1385008.0300000003,0.28855662521128583,509913.38,0.10623684548809435,21354.15,0.004448986088734503,0.0,0.0,N,Economic shocks,Weather extremes,,5612817.0,4750000000.0,846.277368387389
LBY,Libya,MENA,2024,Whole country,,,,,,,,,,,,,,,,,,,7381023.0,46636278901.9016,6318.40314031017
